date,country,city,temperature_celsius,humidity,wind_kph,precip_mm
2025-05-18,Costa Rica,San Ignacio,21.2,94.0,3.6,0.0
2025-05-18,Guinea-Bissau,Bissau,23.3,78.0,10.8,0.0
2025-05-19,Belarus,Minsk,14.2,41.0,18.4,0.03
2025-05-20,Canada,Ottawa,2.1,93.0,14.4,0.0
2025-05-21,Indonesia,Laos,25.7,93.0,7.9,0.92
2025-05-22,Bahrain,Manama,37.3,35.0,22.7,0.0
2025-05-24,Gabon,Libreville,26.3,89.0,4.7,2.26
2025-05-24,Lesotho,Maseru,13.4,62.0,3.6,0.0
2025-05-25,United Arab Emirates,Abu Dhabi,44.4,10.0,18.4,0.0
2025-05-26,Bosnia and Herzegovina,Sarajevo,20.1,40.0,10.1,0.0
2025-05-26,Philippines,Manila,34.2,53.0,19.1,0.0
2025-05-29,Saudi Arabia,Riyadh,42.2,5.0,11.5,0.0
2025-05-30,Latvia,Riga,18.0,39.0,8.3,0.0
2025-05-30,Morocco,Rabat,22.4,88.0,16.2,0.0
2025-05-31,Brazil,Bras,23.4,86.0,3.6,0.0
2025-05-31,Israel,Jerusalem,30.3,40.0,10.4,0.0
2025-06-02,Dominican Republic,Santo Domingo,25.0,100.0,3.6,0.0
2025-06-03,Eritrea,Asmara,25.4,13.0,17.3,0.0
2025-06-05,Canada,Ottawa,19.1,100.0,9.7,0.0
2025-06-05,Lithuania,Vilnius,21.2,69.0,17.3,0.02
2025-06-06,Oman,Muscat,33.0,71.0,23.0,0.0
2025-06-09,Brunei Darussalam,Bandar Seri Begawan,32.3,67.0,15.1,0.01
2025-06-10,Brunei Darussalam,Bandar Seri Begawan,31.2,66.0,16.6,0.44
2025-06-11,United States of America,Washington Harbor,10.1,93.0,7.2,0.0
2025-06-12,Belize,Belmopan,23.1,99.0,4.3,0.0
2025-06-15,Monaco,Monaco,27.1,66.0,7.9,0.0
2025-06-16,Japan,Tokyo,29.4,70.0,11.2,0.0
2025-06-16,New Zealand,Wellington,10.0,87.0,14.0,0.03
2025-06-19,Honduras,Tegucigalpa,21.2,88.0,6.5,0.01
2025-06-19,New Zealand,Wellington,14.0,72.0,34.9,0.03
2025-06-19,Papua New Guinea,Port Moresby,28.4,79.0,24.8,0.17
2025-06-20,Tonga,Nuku`Aloia,23.2,60.0,38.9,0.01
2025-06-21,Samoa,Apia,25.4,89.0,32.8,0.03
2025-06-22,Sri Lanka,Colombo,30.2,84.0,25.2,0.68
2025-06-23,Kazakhstan,Astana,17.2,83.0,29.9,0.06
2025-06-23,Netherlands,Amsterdam,17.4,72.0,27.7,0.0
2025-06-24,Madagascar,Ivory,24.8,40.0,3.6,0.0
2025-06-24,Tunisia,Tunis,31.1,52.0,5.0,0.0
2025-06-27,Vietnam,Ban Lom,25.3,96.0,4.7,1.3
2025-06-28,Maldives,Dhidhdhoo,27.6,78.0,22.0,1.84
2025-04-10,Thailand,Nan,36.1,29.0,9.7,0.0
2025-04-11,Bangladesh,Dhaka,35.0,33.0,10.1,0.0
2025-04-11,Tunisia,Tunis,18.3,64.0,10.8,0.0
2025-04-13,Belarus,Minsk,9.1,66.0,6.5,0.0
2025-04-13,Estonia,Tallinn,10.3,40.0,10.4,0.0
2025-04-13,Latvia,Riga,7.1,76.0,7.9,0.0
2025-04-14,Croatia,Zagreb,17.3,68.0,6.1,0.0
2025-04-14,Dominican Republic,Santo Domingo,23.2,94.0,15.8,0.0
2025-04-14,Myanmar,Yangon,31.1,66.0,14.4,0.0
2025-04-15,Guinea-Bissau,Bissau,25.4,69.0,3.6,0.0
2025-04-15,Jordan,Amman,15.1,41.0,26.3,0.0
2025-04-19,Cape Verde,Praia,21.4,78.0,20.9,0.0
2025-04-19,Costa Rica,San Ignacio,22.2,65.0,9.7,0.0
2025-04-19,Vatican City,Vatican City,16.0,68.0,12.2,0.0
2025-04-19,Senegal,Dakar,21.3,88.0,21.2,0.0
2025-04-21,Timor-Leste,Dili,26.6,81.0,3.6,0.48
2025-04-22,Philippines,Manila,35.0,50.0,13.7,0.0
2025-04-23,Niger,Niamey,33.1,39.0,13.3,0.0
2025-04-24,Algeria,Algiers,20.2,60.0,7.2,0.0
2025-04-24,Belize,Belmopan,22.1,91.0,4.0,0.01
2025-04-25,Indonesia,Laos,28.7,68.0,7.6,0.13
2025-05-01,Liechtenstein,Vaduz,15.1,72.0,3.6,0.0
2025-05-01,Niger,Niamey,30.3,52.0,27.7,0.0
2025-05-02,Senegal,Dakar,22.2,83.0,14.0,0.0
2025-05-03,Turkey,Yaren,16.3,68.0,18.7,0.0
2025-05-04,Djibouti,Djibouti,30.1,69.0,10.8,0.0
2025-05-04,Uzbekistan,Tashkent,33.3,16.0,11.2,0.0
2025-05-06,Micronesia,Palikir,29.2,79.0,27.4,0.0
2025-05-06,Syria,Damascus,23.2,25.0,10.8,0.0
2025-05-10,Iraq,Baghdad,36.3,17.0,27.0,0.0
2025-05-13,Fiji Islands,Suva,22.2,100.0,16.2,0.35
2025-05-14,Bahrain,Manama,38.3,19.0,8.3,0.0
2025-05-14,Burundi,Bujumbura,25.2,79.0,4.0,0.59
2025-05-15,Congo,Brazzaville,28.1,79.0,5.4,0.0
2025-05-17,Singapore,Singapore,33.0,59.0,6.5,0.0
2025-05-18,United Arab Emirates,Abu Dhabi,36.1,27.0,16.9,0.0
2025-05-19,Fiji Islands,Suva,25.0,94.0,18.4,0.17
2025-05-19,Suriname,Paramaribo,24.2,100.0,3.6,0.26
2025-05-20,Ethiopia,Addis Ababa,23.6,34.0,6.1,0.0
2025-05-20,Marshall Islands,Majuro,28.3,84.0,23.4,0.01
2025-05-20,Mozambique,Maputo,27.1,62.0,17.3,0.0
2025-05-20,San Marino,San Marino,22.1,61.0,11.5,0.0
2025-05-22,Bulgaria,Bogot,23.1,54.0,8.3,0.02
2025-05-26,Brazil,Bras,22.3,99.0,3.6,0.0
2025-05-27,Germany,Berlin,18.1,52.0,20.2,0.0
2025-05-27,Mexico,Mexico City,15.3,82.0,3.6,0.0
2025-05-27,Vanuatu,Port Vila,20.1,94.0,14.0,0.0
2025-05-29,India,New Delhi,37.3,42.0,3.6,0.0
2025-05-29,Rwanda,Kigali,23.0,65.0,5.8,0.43
2025-05-29,Seychelles Islands,Victoria,29.2,79.0,22.7,0.4
2025-05-31,Finland,Helsinki,14.2,67.0,26.3,0.0
2025-05-31,Sierra Leone,Freetown,26.4,84.0,10.1,0.0
2025-06-01,Barbados,Bridgetown,28.2,79.0,34.6,0.02
2025-06-01,Thailand,Nan,31.0,66.0,11.5,0.83
2025-06-01,Mongolia,Ulaanbaatar,12.3,41.0,15.1,0.0
2025-06-03,Andorra,Andorra La Vella,14.7,42.0,10.1,0.0
2025-06-03,India,New Delhi,30.0,52.0,7.2,0.0
2025-06-03,Indonesia,Laos,27.7,79.0,9.4,0.16
2025-06-03,Tonga,Nuku`Aloia,23.2,89.0,29.5,0.0
2025-06-04,Malta,Valletta,25.2,65.0,22.7,0.0
2025-06-04,Peru,Lima,15.7,87.0,13.0,0.02
2025-06-05,Angola,Luanda,25.2,75.0,7.2,0.0
2025-06-05,Egypt,Cairo,29.3,35.0,16.6,0.0
2025-06-05,Philippines,Manila,31.4,75.0,15.8,0.07
2025-06-07,Myanmar,Yangon,31.1,71.0,9.4,2.88
2025-06-08,Iran,Chi Chi Khvar,20.6,25.0,9.0,0.0
2025-06-10,Kyrghyzstan,Bishkek,27.7,37.0,7.6,0.08
2025-06-11,Denmark,Copenhagen,14.2,72.0,28.1,0.0
2025-06-12,United Arab Emirates,Abu Dhabi,41.4,22.0,5.4,0.0
2025-06-13,Costa Rica,San Ignacio,20.3,100.0,3.6,1.11
2025-06-14,Mozambique,Maputo,21.2,64.0,6.1,0.0
2025-06-14,Slovakia,Bratislava,21.3,49.0,4.7,0.0
2025-06-18,Czech Republic,Prague,22.1,61.0,9.4,0.0
2025-06-22,Honduras,Tegucigalpa,20.1,83.0,7.6,0.0
2025-06-24,Belgium,Brussels,17.2,63.0,27.0,0.0
2025-06-24,Mozambique,Maputo,23.3,61.0,16.6,0.0
2025-06-25,Cape Verde,Praia,23.3,73.0,20.5,0.0
2025-06-26,Paraguay,Aurora,12.7,62.0,10.4,0.0
2025-06-27,Costa Rica,San Ignacio,19.1,100.0,4.7,0.13
2025-06-29,Armenia,Yerevan,29.2,29.0,3.6,0.05
2025-06-21,Austria,Vienna,21.4,38.0,6.8,0.0
2025-04-10,Singapore,Singapore,31.3,63.0,8.6,0.29
2025-04-11,Slovakia,Bratislava,12.2,50.0,34.9,0.0
2025-04-11,Trinidad and Tobago,Port Of Spain,25.3,83.0,15.1,0.07
2025-04-12,Zambia,Lusaka,21.8,70.0,20.2,0.06
2025-04-16,Kyrghyzstan,Bishkek,11.6,54.0,5.8,0.01
2025-04-17,Iran,Tehran,14.4,33.0,13.7,0.0
2025-04-18,Gabon,Libreville,29.1,89.0,7.6,0.1
2025-04-20,Bahamas,Nassau,23.3,57.0,29.9,0.0
2025-04-20,Madagascar,Antananarivo,27.0,54.0,4.3,0.0
2025-04-23,Angola,Luanda,29.3,70.0,5.4,0.0
2025-04-23,Bulgaria,Bogot,22.6,52.0,9.0,0.0
2025-04-23,Germany,Berlin,17.2,63.0,3.6,0.31
2025-04-24,Samoa,Apia,24.0,94.0,25.6,0.02
2025-04-26,United Arab Emirates,Abu Dhabi,41.0,13.0,10.4,0.0
2025-05-02,Bulgaria,Bogot,20.7,49.0,13.0,0.0
2025-05-02,Italy,Rome,22.1,61.0,4.7,0.0
2025-05-04,Cape Verde,Praia,23.4,69.0,17.6,0.08
2025-05-04,Paraguay,Aurora,20.8,91.0,7.6,0.0
2025-05-07,Bulgaria,Bogot,21.3,60.0,11.9,0.01
2025-05-07,Slovenia,Ljubljana,12.3,67.0,5.4,0.11
2025-05-08,Chad,N'djamena,34.1,32.0,21.2,0.0
2025-05-09,Armenia,Yerevan,24.0,24.0,6.5,0.0
2025-05-09,Cuba,Havana,21.2,100.0,14.4,0.0
2025-05-13,Tonga,Nuku`Aloia,23.3,83.0,39.2,0.02
2025-05-14,Solomon Islands,Honiara,25.7,87.0,12.2,0.68
2025-05-15,Iran,Tehran,27.3,18.0,13.3,0.0
2025-05-17,Syria,Damascus,31.2,13.0,13.7,0.0
2025-05-18,Mauritania,Nouakchott,19.4,73.0,21.2,0.0
2025-05-19,Malawi,Lilongwe,23.4,73.0,8.6,0.13
2025-05-19,Romania,Bucharest,19.2,56.0,28.1,0.0
2025-05-20,Romania,Bucharest,18.3,37.0,15.1,0.0
2025-05-21,Belarus,Minsk,18.1,34.0,16.6,0.0
2025-05-21,Iraq,Baghdad,40.2,10.0,17.6,0.0
2025-05-21,Zimbabwe,Harare,24.8,37.0,5.8,0.0
2025-05-22,Saint Lucia,Castries,25.5,75.0,25.9,0.0
2025-05-23,Burundi,Bujumbura,18.0,85.0,7.2,0.58
2025-05-24,Swaziland,Mbabane,15.0,72.0,3.6,0.0
2025-05-24,Iran,Chi Chi Khvar,20.9,29.0,5.4,0.0
2025-05-26,Azerbaijan,Baku,25.4,39.0,31.0,0.0
2025-05-26,Central African Republic,Bangui,24.2,78.0,10.8,0.59
2025-05-27,India,New Delhi,36.3,45.0,4.3,0.0
2025-05-28,Brunei Darussalam,Bandar Seri Begawan,31.1,71.0,8.6,1.79
2025-05-28,New Zealand,Wellington,13.3,82.0,34.2,0.93
2025-05-29,Somalia,Mogadishu,27.9,72.0,32.8,0.0
2025-05-30,Madagascar,Ivory,25.7,43.0,20.5,0.0
2025-06-01,Albania,Tirana,25.1,39.0,5.8,0.0
2025-06-01,Iran,Chi Chi Khvar,27.1,11.0,3.6,0.0
2025-06-04,Ecuador,Quito,10.7,81.0,5.4,0.0
2025-06-08,Spain,Madrid,24.3,39.0,8.6,0.0
2025-06-10,Peru,Lima,16.5,86.0,6.5,0.0
2025-06-11,Cyprus,Nicosia,33.1,32.0,9.0,0.0
2025-06-11,Gambia,Banjul,25.1,79.0,19.8,0.0
2025-06-11,Namibia,Windhoek,13.5,18.0,16.2,0.0
2025-06-12,Guinea,Conakry,26.3,94.0,9.4,0.93
2025-06-13,Georgia,Tbilisi,31.1,33.0,3.6,0.0
2025-06-13,Somalia,Mogadishu,29.1,75.0,35.3,0.0
2025-06-14,Nigeria,Abuja,24.4,94.0,6.8,0.0
2025-06-14,Syria,Damascus,33.4,19.0,15.1,0.0
2025-06-15,Bhutan,Thimphu,18.1,67.0,9.7,0.36
2025-06-15,Czech Republic,Prague,23.1,53.0,5.0,0.0
2025-06-19,Barbados,Bridgetown,27.2,89.0,33.5,0.04
2025-06-20,Singapore,Singapore,27.2,84.0,16.9,0.0
2025-06-22,Germany,Berlin,29.2,23.0,12.6,0.0
2025-06-24,Algeria,Algiers,31.2,38.0,15.1,0.0
2025-06-24,Benin,Porto-Novo,27.1,89.0,9.0,0.06
2025-06-26,Malawi,Lilongwe,23.0,53.0,3.6,0.0
2025-06-27,Iceland,Vestmannaeyjar,10.1,87.0,15.1,0.18
2025-06-28,Dominica,Roseau,26.2,84.0,19.8,0.06
2025-06-28,Panama,Panama City,25.2,94.0,6.1,0.55
2025-06-28,Zimbabwe,Harare,19.7,34.0,11.9,0.0
2025-06-15,Saudi Arabia,Riyadh,43.2,4.0,15.1,0.0
2025-04-10,Swaziland,Mbabane,23.3,61.0,7.6,0.0
2025-04-11,Sweden,Stockholm,6.1,42.0,14.8,0.0
2025-04-12,Turkey,Yaren,9.3,57.0,9.7,1.0
2025-04-12,Palau,Airai,28.0,84.0,21.2,0.02
2025-04-15,Namibia,Windhoek,26.1,37.0,18.0,0.0
2025-04-16,Mauritania,Nouakchott,23.6,31.0,25.6,0.0
2025-04-16,Uganda,Kampala,23.0,78.0,6.8,0.04
2025-04-17,Mongolia,Ulaanbaatar,12.1,17.0,5.0,0.0
2025-04-18,Poland,Warsaw,19.3,73.0,11.2,0.0
2025-04-18,Turkmenistan,Ashgabat,14.0,67.0,26.6,0.09
2025-04-19,Nicaragua,Managua,25.2,70.0,23.8,0.0
2025-04-20,Ghana,Accra,29.1,84.0,16.2,0.0
2025-04-20,Greece,Athens,23.4,41.0,10.4,0.0
2025-04-23,Cyprus,Nicosia,28.1,35.0,20.5,0.0
2025-04-24,Cameroon,Ngaoundere,25.2,74.0,5.4,0.0
2025-04-27,Belarus,Minsk,7.4,36.0,20.9,0.0
2025-04-27,Ethiopia,Addis Ababa,23.2,29.0,4.0,0.0
2025-04-28,Nicaragua,Managua,26.3,74.0,18.0,0.0
2025-04-29,Guinea-Bissau,Bissau,25.4,89.0,11.9,0.0
2025-04-29,Iraq,Baghdad,33.0,20.0,3.6,0.0
2025-04-29,Qatar,Doha,40.3,12.0,18.4,0.0
2025-04-30,Egypt,Cairo,27.1,32.0,37.4,0.0
2025-04-30,Mauritania,Nouakchott,19.9,76.0,27.4,0.0
2025-05-01,Comoros,Moroni,27.6,78.0,10.4,0.73
2025-05-03,Congo,Brazzaville,26.1,84.0,3.6,0.0
2025-05-04,Vietnam,Ban Lom,34.9,41.0,10.4,0.02
2025-05-05,Japan,Tokyo,20.2,46.0,23.4,0.0
2025-05-06,Equatorial Guinea,Malabo,30.3,79.0,8.3,0.1
2025-05-06,Sweden,Stockholm,6.2,61.0,22.7,0.0
2025-05-07,Estonia,Tallinn,4.2,56.0,17.3,0.01
2025-05-10,Cyprus,Nicosia,32.2,26.0,3.6,0.0
2025-05-10,Spain,Madrid,14.4,88.0,16.9,0.54
2025-05-11,Vatican City,Vatican City,18.4,64.0,6.5,0.0
2025-05-13,Bangladesh,Dhaka,35.0,47.0,18.0,0.0
2025-05-13,Greece,Athens,22.3,53.0,17.6,0.01
2025-05-13,Romania,Bucharest,15.4,55.0,6.5,0.0
2025-05-15,Barbados,Bridgetown,27.1,84.0,28.4,0.36
2025-05-15,Gabon,Libreville,27.1,89.0,5.4,0.03
2025-05-15,North Korea,Pyongyang,21.1,60.0,14.4,0.0
2025-05-17,China,Beijing,24.2,16.0,19.1,0.0
2025-05-19,Algeria,Algiers,26.2,58.0,21.2,0.0
2025-05-19,Vietnam,Hanoi,31.1,75.0,14.0,0.31
2025-05-20,Equatorial Guinea,Malabo,24.0,100.0,7.9,0.17
2025-05-24,Chile,Santiago,7.1,100.0,3.6,0.0
2025-05-25,Russia,Moscow,25.3,28.0,16.9,0.0
2025-05-26,Netherlands,Amsterdam,15.2,72.0,23.8,0.01
2025-05-27,Mongolia,Ulaanbaatar,29.3,13.0,6.8,0.0
2025-05-28,Thailand,Bangkok,34.2,60.0,5.4,0.03
2025-05-31,Bangladesh,Dhaka,31.9,72.0,14.4,3.03
2025-05-31,Jordan,Amman,28.3,20.0,8.6,0.0
2025-06-02,Cape Verde,Praia,23.2,83.0,11.5,0.0
2025-06-02,Chile,Santiago,5.3,87.0,3.6,0.0
2025-06-02,Ghana,Accra,27.1,94.0,15.1,0.0
2025-06-02,Netherlands,Amsterdam,16.1,68.0,20.5,0.0
2025-06-02,Bolivia,National,17.9,93.0,4.3,0.0
2025-06-03,Iceland,Vestmannaeyjar,3.2,65.0,65.2,0.0
2025-06-03,Tajikistan,Dushanbe,31.2,17.0,8.3,0.0
2025-06-04,Syria,Damascus,28.1,22.0,16.9,0.0
2025-06-05,Georgia,Tbilisi,25.3,44.0,17.6,0.0
2025-06-07,Haiti,Port-Au-Prince,18.7,93.0,7.2,0.0
2025-06-07,Tanzania,Dodoma,24.2,61.0,15.5,0.0
2025-06-09,Austria,Vienna,17.2,48.0,17.3,0.0
2025-06-09,France,Paris,18.1,56.0,7.6,0.0
2025-06-10,India,New Delhi,43.2,16.0,22.3,0.0
2025-06-10,Vietnam,Hanoi,29.2,79.0,18.0,0.04
2025-06-11,Thailand,Bangkok,32.0,56.0,11.2,0.0
2025-06-13,China,Beijing,31.2,46.0,3.6,0.51
2025-06-13,Kazakhstan,Astana,28.1,45.0,13.0,0.0
2025-06-13,Nigeria,Abuja,27.1,84.0,7.2,0.0
2025-06-13,Turkmenistan,Ashgabat,37.3,18.0,15.8,0.0
2025-06-15,North Korea,Pyongyang,22.1,80.0,20.5,0.4
2025-06-15,Sierra Leone,Freetown,27.2,84.0,5.0,0.72
2025-06-16,Denmark,Copenhagen,16.1,72.0,28.4,0.0
2025-06-17,Vatican City,Vatican City,28.4,55.0,3.6,0.0
2025-06-18,Sierra Leone,Freetown,27.1,79.0,13.3,0.0
2025-06-21,Antigua and Barbuda,Saint John's,26.3,79.0,28.1,0.1
2025-06-21,Montenegro,Podgorica,29.1,22.0,12.2,0.0
2025-06-22,Ireland,Dublin,16.0,77.0,22.3,0.13
2025-06-23,United Arab Emirates,Abu Dhabi,39.1,21.0,13.0,0.0
2025-06-25,Eritrea,Asmara,24.5,26.0,18.0,0.0
2025-06-26,Chile,Santiago,6.2,87.0,3.6,0.0
2025-06-27,Guatemala,Guatemala City,18.2,94.0,3.6,1.97
2025-06-28,Cambodia,Phnom Penh,29.2,100.0,25.2,0.05
2025-05-25,Turkey,Yaren,31.1,29.0,25.2,0.0
2025-07-01,Ireland,Dublin,13.0,88.0,9.4,0.09
2025-07-03,Cape Verde,Praia,24.3,61.0,9.0,0.0
2025-07-04,Nepal,Kathmandu,27.3,79.0,6.5,2.15
2025-07-05,Ecuador,Quito,8.1,74.0,6.8,0.0
2025-07-05,Romania,Bucharest,28.3,45.0,24.5,0.0
2025-07-06,Georgia,Tbilisi,22.0,69.0,10.4,0.0
2025-07-09,Cuba,Havana,25.1,100.0,15.8,0.0
2025-07-11,San Marino,San Marino,26.4,32.0,13.7,0.0
2025-07-11,Turkey,Ankara,31.1,27.0,9.0,0.0
2025-07-12,New Zealand,Wellington,14.3,77.0,37.1,0.0
2025-07-13,Haiti,Port-Au-Prince,20.8,84.0,4.7,0.0
2025-07-14,Bolivia,National,18.0,63.0,3.6,0.0
2025-07-15,Eritrea,Asmara,22.9,49.0,12.2,0.16
2025-07-18,Azerbaijan,Baku,33.2,41.0,25.9,0.0
2025-07-18,Georgia,Tbilisi,33.2,41.0,16.9,0.0
2025-07-18,Switzerland,Bern,21.1,64.0,5.4,0.0
2025-07-19,Botswana,Gaborone,16.3,51.0,20.5,0.0
2025-07-21,Djibouti,Djibouti,42.4,32.0,10.1,0.0
2025-07-22,Greece,Athens,37.3,26.0,10.8,0.0
2025-07-25,Monaco,Monaco,23.2,73.0,23.8,0.02
2025-07-26,Malta,Valletta,35.1,50.0,3.6,0.0
2025-07-26,Venezuela,Caracas,23.4,94.0,6.8,0.0
2025-07-30,Bangladesh,Dhaka,29.6,73.0,33.1,0.11
2025-08-01,Democratic Republic of Congo,Kinshasa,20.2,83.0,4.0,0.0
2025-08-02,Haiti,Port-Au-Prince,19.8,89.0,6.1,0.0
2025-08-02,Liechtenstein,Vaduz,15.4,94.0,3.6,2.03
2025-08-03,Israel,Jerusalem,30.3,55.0,9.7,0.0
2025-08-03,Senegal,Dakar,25.7,78.0,15.8,0.01
2025-08-03,Zimbabwe,Harare,15.3,35.0,13.3,0.0
2025-08-04,Cameroon,Ngaoundere,22.4,88.0,10.1,0.02
2025-08-06,Chad,N'djamena,26.1,74.0,20.5,0.0
2025-08-07,Swaziland,Mbabane,16.3,77.0,5.8,0.17
2025-08-08,Haiti,Port-Au-Prince,20.7,90.0,4.0,0.0
2025-08-08,Turkey,Yaren,30.0,55.0,33.1,0.0
2025-08-08,New Zealand,Wellington,10.4,87.0,49.0,0.53
2025-08-10,France,Paris,19.1,68.0,9.0,0.0
2025-08-10,Greece,Athens,31.4,38.0,32.0,0.0
2025-08-10,Hungary,Budapest,31.2,36.0,9.4,0.0
2025-08-10,Latvia,Riga,17.4,88.0,9.4,0.02
2025-08-11,Djibouti,Djibouti,39.2,38.0,10.8,0.0
2025-08-13,Croatia,Zagreb,27.3,45.0,3.6,0.0
2025-08-13,Hungary,Budapest,27.2,34.0,8.6,0.0
2025-08-13,Mauritius,Port Louis,23.3,73.0,27.4,0.04
2025-08-14,Jamaica,Port Royal,28.2,84.0,5.0,0.0
2025-08-15,Niger,Niamey,26.4,84.0,19.8,0.0
2025-08-17,Cyprus,Nicosia,32.1,43.0,3.6,0.0
2025-08-17,Sweden,Stockholm,15.1,55.0,23.4,0.0
2025-08-17,Turkmenistan,Ashgabat,25.1,34.0,9.4,0.0
2025-08-19,North Korea,Pyongyang,27.1,89.0,9.0,0.13
2025-08-19,Palau,Airai,29.1,79.0,14.8,0.01
2025-08-20,Turkey,Yaren,27.2,54.0,23.8,0.0
2025-08-20,Yemen,Sanaa,16.2,82.0,4.7,0.38
2025-08-21,Australia,Canberra,11.2,76.0,17.3,0.03
2025-08-22,Montenegro,Podgorica,26.3,79.0,12.6,1.15
2025-08-24,Belize,Belmopan,22.9,99.0,4.0,0.0
2025-08-24,Uganda,Kampala,22.2,78.0,5.8,0.99
2025-08-25,Ethiopia,Addis Ababa,18.3,70.0,6.5,0.18
2025-08-25,Thailand,Nan,33.0,63.0,6.1,0.03
2025-08-25,Seychelles Islands,Victoria,29.2,70.0,16.9,0.0
2025-08-26,Kazakhstan,Astana,27.3,37.0,10.8,0.0
2025-08-26,Thailand,Nan,27.1,89.0,5.4,3.19
2025-08-26,Morocco,Rabat,22.2,94.0,10.4,0.0
2025-08-26,Belgium,'S-Gravenbrakel,20.1,46.0,19.1,0.0
2025-08-28,Indonesia,Laos,24.4,84.0,11.5,0.24
2025-08-30,Venezuela,Caracas,25.3,83.0,5.4,0.0
2025-08-31,Congo,Brazzaville,22.4,73.0,10.1,0.0
2025-08-31,Honduras,Tegucigalpa,19.3,88.0,5.0,0.0
2025-08-31,Marshall Islands,Majuro,29.1,75.0,11.2,0.02
2025-09-01,Italy,Rome,24.2,57.0,7.9,0.0
2025-09-01,Syria,Damascus,26.2,58.0,9.0,0.0
2025-09-03,Egypt,Cairo,28.3,55.0,10.1,0.0
2025-09-03,Mauritius,Port Louis,23.2,69.0,27.4,0.28
2025-09-03,Tuvalu,Funafuti,29.0,75.0,30.2,0.0
2025-09-03,Uruguay,Montevideo,11.0,100.0,7.9,0.02
2025-09-08,Kyrghyzstan,Bishkek,29.5,19.0,18.0,0.0
2025-09-08,Malawi,Lilongwe,24.3,36.0,19.1,0.0
2025-09-08,Suriname,Paramaribo,23.2,95.0,6.8,0.0
2025-09-09,Gambia,Banjul,25.4,100.0,18.0,0.07
2025-09-13,Croatia,Zagreb,20.4,78.0,3.6,0.0
2025-09-13,Micronesia,Palikir,27.2,89.0,15.5,0.02
2025-09-14,Cameroon,Douala,24.4,100.0,3.6,0.18
2025-09-14,South Korea,Seoul,30.3,55.0,10.8,0.0
2025-09-15,Morocco,Rabat,20.1,100.0,3.6,0.0
2025-09-17,Turkey,Yaren,20.1,56.0,10.8,0.0
2025-09-17,Rwanda,Kigali,22.2,65.0,5.4,0.33
2025-09-17,South Korea,Seoul,21.5,81.0,15.5,0.01
2025-09-17,Timor-Leste,Dili,26.5,71.0,16.9,0.01
2025-06-30,Belize,Belmopan,22.8,99.0,3.6,0.05
2025-06-30,Dominica,Roseau,26.4,77.0,23.8,0.04
2025-07-01,Barbados,Bridgetown,27.3,74.0,24.1,0.02
2025-07-01,Swaziland,Mbabane,15.9,34.0,4.0,0.0
2025-07-01,Lesotho,Maseru,11.2,58.0,8.3,0.0
2025-07-02,Gabon,Libreville,25.3,83.0,9.7,0.0
2025-07-03,Mauritania,Nouakchott,23.4,83.0,14.4,0.0
2025-07-03,Micronesia,Palikir,26.2,100.0,9.4,0.14
2025-07-03,New Zealand,Wellington,11.1,94.0,28.1,0.27
2025-07-04,Burkina Faso,Ouagadougou,27.0,79.0,23.8,0.0
2025-07-04,Kenya,Nairobi,19.0,68.0,6.1,0.04
2025-07-04,Uganda,Kampala,22.3,83.0,9.4,0.28
2025-07-05,Cuba,Havana,23.4,100.0,7.6,0.0
2025-07-05,Uzbekistan,Tashkent,36.2,29.0,13.7,0.0
2025-07-06,Madagascar,Ivory,26.9,26.0,11.9,0.0
2025-07-06,Pakistan,Islamabad,35.0,55.0,9.4,0.0
2025-07-07,Palau,Airai,31.3,71.0,6.8,0.0
2025-07-08,Grenada,Saint George's,26.3,89.0,22.3,0.11
2025-07-10,Antigua and Barbuda,Saint John's,27.0,79.0,33.8,0.04
2025-07-10,Guinea,Conakry,24.4,100.0,11.2,2.63
2025-07-10,Mauritania,Nouakchott,23.6,78.0,16.9,0.0
2025-07-10,Papua New Guinea,Port Moresby,27.1,84.0,11.5,0.27
2025-07-10,Poland,Warsaw,16.4,88.0,18.4,0.63
2025-07-10,United Kingdom,London,23.2,53.0,7.6,0.0
2025-07-12,Andorra,Andorra La Vella,17.9,70.0,5.0,0.8
2025-07-12,Madagascar,Ivory,24.2,40.0,13.7,0.0
2025-07-16,Austria,Vienna,22.3,61.0,17.3,0.01
2025-07-16,Turkey,Ankara,28.1,37.0,7.2,0.0
2025-07-17,Burkina Faso,Ouagadougou,27.2,79.0,24.5,0.0
2025-07-17,Lebanon,Beirut,29.1,66.0,14.8,0.0
2025-07-17,Lesotho,Maseru,12.3,58.0,10.8,0.0
2025-07-17,Philippines,Manila,28.0,94.0,6.8,1.73
2025-07-17,Zimbabwe,Harare,18.2,38.0,5.4,0.0
2025-07-18,Singapore,Singapore,32.4,63.0,14.4,0.0
2025-07-19,Madagascar,Antananarivo,17.2,59.0,15.8,0.01
2025-07-22,United Kingdom,London,19.4,78.0,13.7,0.06
2025-07-24,Belarus,Minsk,22.2,65.0,11.2,0.0
2025-07-24,Netherlands,Amsterdam,20.3,78.0,13.3,0.02
2025-07-24,Belgium,'S Gravenjansdijk,20.4,73.0,10.8,0.04
2025-07-25,Netherlands,Amsterdam,20.0,78.0,10.8,0.01
2025-07-26,Czech Republic,Prague,21.1,73.0,15.5,0.0
